H(Oe)	T(K)	R1+(Ohm)	R1_SD(Ohm)	R2(Ohm)	R2_SD(Ohm)	Hall R1(Ohm)	Hall R1 SD(Ohm)	Hall R2(Ohm)	Hall R2 SD(Ohm)	V(mV)	V_SD(mV)	R(Ohm)	R_SD(Ohm)	Hall V(mV)	Hall V SD(mV)	Hall R(Ohm)	Hall R SD(Ohm)
-16097.430000	    1.900100	  132.495290	    0.000334	  158.007085	    0.000895	   24.220295	    0.001030	  -26.366720	    0.000801	   14.525119	    0.000061	  145.251187	    0.000614	   -0.107321	    0.000092	   -1.073212	    0.000915
-15795.190000	    1.900141	  132.527735	    0.000238	  158.062765	    0.000247	   24.240110	    0.000510	  -26.136985	    0.000866	   14.529525	    0.000024	  145.295250	    0.000243	   -0.094844	    0.000069	   -0.948438	    0.000688
-15493.500000	    1.900072	  132.579575	    0.000192	  158.011070	    0.001388	   24.456300	    0.000401	  -26.305445	    0.000815	   14.529532	    0.000079	  145.295322	    0.000790	   -0.092457	    0.000061	   -0.924573	    0.000608
-15190.160000	    1.900141	  132.483925	    0.000675	  158.008850	    0.000202	   24.201020	    0.000211	  -26.118325	    0.001402	   14.524639	    0.000044	  145.246387	    0.000438	   -0.095865	    0.000081	   -0.958652	    0.000807
-14890.130000	    1.900155	  132.558140	    0.000403	  157.894470	    0.000130	   24.108270	    0.000678	  -26.024585	    0.001579	   14.522630	    0.000027	  145.226305	    0.000266	   -0.095816	    0.000113	   -0.958157	    0.001129
-14587.890000	    1.900016	  132.485055	    0.001066	  157.962955	    0.001376	   24.117140	    0.000486	  -26.329655	    0.000653	   14.522400	    0.000122	  145.224005	    0.001221	   -0.110626	    0.000057	   -1.106257	    0.000569
-14285.100000	    1.900100	  132.405430	    0.000201	  157.937950	    0.000187	   24.461730	    0.000706	  -26.225805	    0.000245	   14.517169	    0.000019	  145.171690	    0.000194	   -0.088204	    0.000048	   -0.882037	    0.000475
-13983.970000	    1.899975	  132.379830	    0.000424	  157.891255	    0.000434	   24.251380	    0.000188	  -26.194375	    0.001127	   14.513554	    0.000043	  145.135542	    0.000429	   -0.097150	    0.000066	   -0.971497	    0.000658
-13681.730000	    1.900127	  132.324435	    0.000496	  158.024815	    0.000369	   24.540445	    0.000705	  -26.067165	    0.000239	   14.517462	    0.000043	  145.174625	    0.000432	   -0.076336	    0.000047	   -0.763360	    0.000472
-13380.600000	    1.899989	  132.454050	    0.000305	  157.759075	    0.000188	   24.355205	    0.000590	  -25.841755	    0.001407	   14.510656	    0.000025	  145.106562	    0.000247	   -0.074327	    0.000100	   -0.743275	    0.000999
-13077.590000	    1.900114	  132.517910	    0.000244	  157.887990	    0.000529	   24.294665	    0.000822	  -26.053825	    0.001039	   14.520295	    0.000039	  145.202950	    0.000387	   -0.087958	    0.000093	   -0.879580	    0.000930
-12775.240000	    1.900072	  132.478825	    0.000570	  157.916045	    0.000166	   24.398840	    0.000374	  -25.986700	    0.000485	   14.519744	    0.000037	  145.197435	    0.000368	   -0.079393	    0.000043	   -0.793930	    0.000429
-12475.770000	    1.900114	  132.305810	    0.000276	  157.831635	    0.000223	   24.531595	    0.000561	  -25.890100	    0.000385	   14.506872	    0.000025	  145.068723	    0.000250	   -0.067925	    0.000047	   -0.679252	    0.000473
-12173.640000	    1.900141	  132.430200	    0.000181	  157.935700	    0.000220	   24.481065	    0.000556	  -25.873175	    0.002836	   14.518295	    0.000020	  145.182950	    0.000201	   -0.069606	    0.000170	   -0.696055	    0.001696
-11871.070000	    1.900141	  132.348415	    0.000209	  157.935375	    0.000336	   24.623330	    0.001029	  -26.131570	    0.002391	   14.514189	    0.000027	  145.141895	    0.000272	   -0.075412	    0.000171	   -0.754120	    0.001710
-11569.160000	    1.900072	  132.266545	    0.000093	  157.845020	    0.000305	   24.903290	    0.001561	  -26.268945	    0.001601	   14.505578	    0.000020	  145.055783	    0.000199	   -0.068283	    0.000158	   -0.682827	    0.001581
-11267.030000	    1.900114	  132.217520	    0.000686	  158.069035	    0.000581	   24.362115	    0.000573	  -26.104425	    0.000354	   14.514328	    0.000063	  145.143277	    0.000633	   -0.087115	    0.000046	   -0.871155	    0.000464
-10964.680000	    1.900030	  132.280210	    0.000138	  157.792030	    0.000100	   24.609725	    0.000315	  -26.047485	    0.000936	   14.503612	    0.000012	  145.036120	    0.000119	   -0.071888	    0.000063	   -0.718880	    0.000626
-10661.670000	    1.900058	  132.271780	    0.000193	  157.724090	    0.000521	   24.245895	    0.000558	  -25.811150	    0.000954	   14.499793	    0.000036	  144.997935	    0.000357	   -0.078263	    0.000076	   -0.782627	    0.000756
-10361.100000	    1.900072	  132.270880	    0.000428	  157.574475	    0.000418	   24.215625	    0.000719	  -25.680985	    0.000541	   14.492268	    0.000042	  144.922677	    0.000423	   -0.073268	    0.000063	   -0.732680	    0.000630
-10060.080000	    1.900100	  132.323715	    0.000305	  157.747595	    0.000225	   24.472260	    0.000465	  -25.297770	    0.001797	   14.503566	    0.000026	  145.035655	    0.000265	   -0.041276	    0.000113	   -0.412755	    0.001131
-9852.885000	    1.900016	  132.353320	    0.000252	  157.482915	    0.000581	   24.537675	    0.000873	  -25.523530	    0.000834	   14.491812	    0.000042	  144.918117	    0.000416	   -0.049293	    0.000085	   -0.492928	    0.000853
-9773.249000	    1.899864	  132.370240	    0.000176	  157.642700	    0.000414	   24.522015	    0.000389	  -25.470130	    0.000903	   14.500647	    0.000030	  145.006470	    0.000295	   -0.047406	    0.000065	   -0.474058	    0.000646
-9693.396000	    1.899919	  132.233265	    0.000791	  157.632065	    0.000547	   24.195455	    0.000422	  -25.464225	    0.000479	   14.493267	    0.000067	  144.932665	    0.000669	   -0.063439	    0.000045	   -0.634385	    0.000451
-9612.429000	    1.899933	  132.342825	    0.000264	  157.359070	    0.000709	   23.871650	    0.000486	  -25.593320	    0.003202	   14.485095	    0.000049	  144.850947	    0.000486	   -0.086084	    0.000184	   -0.860835	    0.001844
-9533.454000	    1.900141	  132.319560	    0.000390	  157.550425	    0.000306	   24.276285	    0.000526	  -25.477810	    0.001672	   14.493499	    0.000035	  144.934993	    0.000348	   -0.060076	    0.000110	   -0.600763	    0.001099
-9450.496000	    1.900044	  132.261135	    0.000424	  157.566425	    0.000549	   24.391010	    0.000329	  -25.258815	    0.000550	   14.491378	    0.000049	  144.913780	    0.000486	   -0.043390	    0.000044	   -0.433903	    0.000440
-9371.078000	    1.899933	  132.340155	    0.000369	  157.561380	    0.000231	   24.165585	    0.000416	  -25.875475	    0.000112	   14.495077	    0.000030	  144.950767	    0.000300	   -0.085495	    0.000026	   -0.854945	    0.000264
-9290.337000	    1.899836	  132.149550	    0.000988	  157.677665	    0.000637	   24.388435	    0.000221	  -25.767000	    0.000808	   14.491361	    0.000081	  144.913607	    0.000813	   -0.068928	    0.000051	   -0.689282	    0.000515
-9210.032000	    1.900030	  132.278610	    0.000385	  157.555910	    0.000859	   24.777370	    0.000822	  -25.489730	    0.001072	   14.491726	    0.000062	  144.917260	    0.000622	   -0.035618	    0.000095	   -0.356180	    0.000947
-9129.510000	    1.900002	  132.266850	    0.000243	  157.486115	    0.000627	   24.806600	    0.001559	  -25.480990	    0.000453	   14.487648	    0.000043	  144.876482	    0.000435	   -0.033719	    0.000101	   -0.337195	    0.001006
-9049.430000	    1.900100	  132.181620	    0.000338	  157.622455	    0.000191	   24.362305	    0.000299	  -25.713005	    0.000395	   14.490204	    0.000026	  144.902038	    0.000264	   -0.067535	    0.000035	   -0.675350	    0.000347
-8969.126000	    1.900224	  132.088280	    0.000243	  157.592295	    0.000591	   24.477010	    0.001699	  -25.672665	    0.000371	   14.484029	    0.000042	  144.840287	    0.000417	   -0.059783	    0.000104	   -0.597827	    0.001035
-8887.498000	    1.900127	  132.214730	    0.000497	  157.550460	    0.000105	   24.511960	    0.000755	  -25.588440	    0.004251	   14.488259	    0.000030	  144.882595	    0.000301	   -0.053824	    0.000250	   -0.538240	    0.002503
-8808.080000	    1.900349	  132.234680	    0.000500	  157.589205	    0.000177	   24.406055	    0.000734	  -25.629720	    0.000973	   14.491194	    0.000034	  144.911943	    0.000339	   -0.061183	    0.000085	   -0.611833	    0.000853
-8728.226000	    1.900238	  132.097400	    0.000592	  157.635620	    0.000336	   24.772380	    0.000260	  -25.540580	    0.000786	   14.486651	    0.000046	  144.866510	    0.000464	   -0.038410	    0.000052	   -0.384100	    0.000523
-8648.146000	    1.900211	  132.289095	    0.000388	  157.508190	    0.000435	   24.471585	    0.000769	  -25.511065	    0.000755	   14.489864	    0.000041	  144.898642	    0.000412	   -0.051974	    0.000076	   -0.519740	    0.000762
-8567.842000	    1.899933	  132.164845	    0.000303	  157.449260	    0.000209	   24.708645	    0.000361	  -25.773265	    0.000289	   14.480705	    0.000026	  144.807052	    0.000256	   -0.053231	    0.000032	   -0.532310	    0.000325
-8487.101000	    1.899961	  132.019620	    0.000347	  157.638145	    0.000364	   24.460165	    0.000441	  -25.924870	    0.000508	   14.482888	    0.000036	  144.828883	    0.000356	   -0.073235	    0.000047	   -0.732353	    0.000475
-8405.466000	    1.900058	  131.987865	    0.000268	  157.696360	    0.000334	   25.031175	    0.000465	  -25.634880	    0.000942	   14.484211	    0.000030	  144.842112	    0.000301	   -0.030185	    0.000070	   -0.301853	    0.000703
-8324.500000	    1.900058	  132.174990	    0.000546	  157.719030	    0.000236	   24.750620	    0.000476	  -25.953645	    0.000303	   14.494701	    0.000039	  144.947010	    0.000391	   -0.060151	    0.000039	   -0.601513	    0.000389
-8245.532000	    1.900197	  132.062350	    0.000196	  157.689605	    0.000348	   24.664595	    0.000503	  -25.750555	    0.000624	   14.487598	    0.000027	  144.875977	    0.000272	   -0.054298	    0.000056	   -0.542980	    0.000563
-8165.896000	    1.900280	  132.154825	    0.001691	  157.410320	    0.000411	   24.579805	    0.000755	  -25.489675	    0.001532	   14.478257	    0.000105	  144.782573	    0.001051	   -0.045493	    0.000114	   -0.454935	    0.001143
-8086.479000	    1.900335	  131.999945	    0.000308	  157.641165	    0.000400	   24.698100	    0.000435	  -25.413040	    0.000379	   14.482055	    0.000035	  144.820555	    0.000354	   -0.035747	    0.000041	   -0.357470	    0.000407
-8006.842000	    1.900363	  132.263490	    0.000198	  157.315840	    0.000264	   24.501865	    0.000701	  -25.228040	    0.000804	   14.478967	    0.000023	  144.789665	    0.000231	   -0.036309	    0.000075	   -0.363087	    0.000752
-7924.990000	    1.900335	  132.076965	    0.000214	  157.593805	    0.000414	   24.601870	    0.001443	  -25.085040	    0.001001	   14.483538	    0.000031	  144.835385	    0.000314	   -0.024158	    0.000122	   -0.241585	    0.001222
-7844.910000	    1.900224	  132.126930	    0.000331	  157.486500	    0.000783	   24.543200	    0.001007	  -25.404025	    0.000755	   14.480672	    0.000056	  144.806715	    0.000557	   -0.043041	    0.000088	   -0.430412	    0.000881
-7764.169000	    1.900044	  132.109165	    0.000194	  157.444470	    0.000802	   24.618575	    0.000831	  -24.997560	    0.000256	   14.477682	    0.000050	  144.776817	    0.000498	   -0.018949	    0.000054	   -0.189492	    0.000544
-7684.308000	    1.899989	  132.207320	    0.000248	  157.350720	    0.000466	   24.435190	    0.000517	  -25.432775	    0.000736	   14.477902	    0.000036	  144.779020	    0.000357	   -0.049879	    0.000063	   -0.498793	    0.000627
-7604.228000	    1.900058	  132.120720	    0.000471	  157.419960	    0.000268	   24.649615	    0.000658	  -25.399080	    0.000588	   14.477034	    0.000037	  144.770340	    0.000369	   -0.037473	    0.000062	   -0.374733	    0.000623
-7524.149000	    1.899878	  132.149810	    0.000179	  157.469490	    0.000227	   24.437115	    0.001227	  -25.407115	    0.001557	   14.480965	    0.000020	  144.809650	    0.000203	   -0.048500	    0.000139	   -0.485000	    0.001392
-7444.287000	    1.900030	  132.161605	    0.000298	  157.344950	    0.000359	   24.519810	    0.000359	  -25.538850	    0.001998	   14.475328	    0.000033	  144.753277	    0.000328	   -0.050952	    0.000118	   -0.509520	    0.001179
-7363.103000	    1.900030	  132.114740	    0.000380	  157.647750	    0.000328	   24.122670	    0.001629	  -25.354410	    0.000364	   14.488125	    0.000035	  144.881245	    0.000354	   -0.061587	    0.000100	   -0.615870	    0.000996
-7283.242000	    1.900058	  132.122460	    0.000289	  157.342230	    0.000351	   24.511315	    0.000564	  -25.179030	    0.001099	   14.473234	    0.000032	  144.732345	    0.000320	   -0.033386	    0.000083	   -0.333858	    0.000831
-7202.944000	    1.900211	  132.124625	    0.000440	  157.230435	    0.000757	   24.593890	    0.000565	  -25.422750	    0.001107	   14.467753	    0.000060	  144.677530	    0.000599	   -0.041443	    0.000084	   -0.414430	    0.000836
-7122.420000	    1.900114	  131.988675	    0.000560	  157.439860	    0.000174	   24.379060	    0.000441	  -25.538660	    0.000252	   14.471427	    0.000037	  144.714267	    0.000367	   -0.057980	    0.000035	   -0.579800	    0.000346
-7042.118000	    1.900280	  132.057115	    0.000475	  157.493165	    0.000197	   24.538875	    0.000399	  -25.251930	    0.001077	   14.477514	    0.000034	  144.775140	    0.000336	   -0.035653	    0.000074	   -0.356527	    0.000738
-6961.373000	    1.900155	  132.091285	    0.000186	  157.332770	    0.001032	   24.551135	    0.000338	  -25.333265	    0.000499	   14.471203	    0.000061	  144.712028	    0.000609	   -0.039107	    0.000042	   -0.391065	    0.000419
-6879.519000	    1.900169	  132.147375	    0.000169	  157.346000	    0.000198	   24.516315	    0.000508	  -25.474730	    0.002366	   14.474669	    0.000018	  144.746688	    0.000184	   -0.047921	    0.000144	   -0.479207	    0.001437
-6799.439000	    1.899947	  132.086265	    0.000261	  157.330070	    0.000375	   24.323450	    0.001690	  -25.310210	    0.000458	   14.470817	    0.000032	  144.708167	    0.000318	   -0.049338	    0.000107	   -0.493380	    0.001074
-6718.694000	    1.900169	  132.014515	    0.000491	  157.157770	    0.000252	   24.214930	    0.000770	  -25.442115	    0.001620	   14.458614	    0.000037	  144.586142	    0.000372	   -0.061359	    0.000119	   -0.613592	    0.001195
-6639.059000	    1.900100	  132.077220	    0.000229	  157.184660	    0.000138	   24.551840	    0.002151	  -25.301300	    0.000700	   14.463094	    0.000018	  144.630940	    0.000183	   -0.037473	    0.000143	   -0.374730	    0.001425
-6558.757000	    1.900238	  132.056565	    0.000258	  157.421675	    0.000162	   24.427625	    0.000406	  -25.551145	    0.001182	   14.473912	    0.000021	  144.739120	    0.000210	   -0.056176	    0.000079	   -0.561760	    0.000794
-6478.899000	    1.900086	  132.099885	    0.000711	  157.261970	    0.000267	   24.601945	    0.000456	  -25.315510	    0.000492	   14.468093	    0.000049	  144.680927	    0.000489	   -0.035678	    0.000047	   -0.356782	    0.000474
-6397.822000	    1.900114	  132.060355	    0.000069	  157.261960	    0.000151	   24.505645	    0.001705	  -24.988010	    0.005055	   14.466116	    0.000011	  144.661158	    0.000110	   -0.024118	    0.000338	   -0.241183	    0.003380
-6317.632000	    1.900072	  132.212720	    0.001278	  157.207005	    0.000393	   24.422260	    0.000621	  -24.833265	    0.000301	   14.470986	    0.000084	  144.709862	    0.000836	   -0.020550	    0.000046	   -0.205502	    0.000461
-6237.552000	    1.900072	  132.110175	    0.000320	  157.042635	    0.000384	   24.273555	    0.000591	  -25.175635	    0.000371	   14.457641	    0.000035	  144.576405	    0.000352	   -0.045104	    0.000048	   -0.451040	    0.000481
-6157.362000	    1.900100	  132.061710	    0.003932	  157.288850	    0.000415	   24.305635	    0.002187	  -25.044595	    0.000352	   14.467528	    0.000217	  144.675280	    0.002173	   -0.036948	    0.000127	   -0.369480	    0.001269
-6076.949000	    1.900114	  132.028180	    0.000284	  157.214955	    0.000168	   24.782550	    0.000296	  -25.311420	    0.001187	   14.462157	    0.000023	  144.621567	    0.000226	   -0.026444	    0.000074	   -0.264435	    0.000742
-5996.870000	    1.899989	  131.922280	    0.000243	  157.128165	    0.000460	   24.447055	    0.000403	  -25.345330	    0.001832	   14.452522	    0.000035	  144.525222	    0.000351	   -0.044914	    0.000112	   -0.449137	    0.001117
-5917.235000	    1.900030	  131.994030	    0.000535	  157.286155	    0.000406	   24.749925	    0.000439	  -25.210020	    0.000585	   14.464009	    0.000047	  144.640093	    0.000471	   -0.023005	    0.000051	   -0.230047	    0.000512
-5836.156000	    1.900086	  132.056795	    0.000323	  157.323305	    0.000467	   24.716255	    0.000849	  -25.008185	    0.000189	   14.469005	    0.000039	  144.690050	    0.000395	   -0.014596	    0.000052	   -0.145965	    0.000519
-5756.188000	    1.900127	  131.922105	    0.000409	  157.229895	    0.000328	   24.802310	    0.000392	  -25.032625	    0.001286	   14.457600	    0.000037	  144.576000	    0.000369	   -0.011516	    0.000084	   -0.115158	    0.000839
-5676.219000	    1.900155	  131.976745	    0.000381	  157.217085	    0.000168	   24.593535	    0.001369	  -25.026200	    0.001318	   14.459691	    0.000027	  144.596915	    0.000275	   -0.021633	    0.000134	   -0.216333	    0.001344
-5596.029000	    1.900100	  132.062380	    0.000212	  157.102290	    0.000602	   24.516370	    0.000432	  -25.020915	    0.000588	   14.458234	    0.000041	  144.582335	    0.000407	   -0.025227	    0.000051	   -0.252273	    0.000510
-5515.616000	    1.900224	  131.997525	    0.000446	  157.066160	    0.000378	   24.496610	    0.000805	  -25.209960	    0.000726	   14.453184	    0.000041	  144.531842	    0.000412	   -0.035667	    0.000077	   -0.356675	    0.000765
-5435.426000	    1.900127	  132.077260	    0.000282	  157.081075	    0.000475	   24.490925	    0.000765	  -25.059935	    0.000281	   14.457917	    0.000038	  144.579168	    0.000379	   -0.028450	    0.000052	   -0.284505	    0.000523
-5354.570000	    1.900086	  131.974525	    0.000433	  157.086350	    0.000419	   24.587680	    0.000363	  -25.300265	    0.000357	   14.453044	    0.000043	  144.530438	    0.000426	   -0.035629	    0.000036	   -0.356293	    0.000360
-5274.379000	    1.900114	  131.885860	    0.000676	  157.363935	    0.000318	   24.407405	    0.000305	  -25.179790	    0.000295	   14.462490	    0.000050	  144.624897	    0.000497	   -0.038619	    0.000030	   -0.386193	    0.000300
-5194.078000	    1.900141	  131.852580	    0.000263	  157.221210	    0.000519	   24.637270	    0.000263	  -25.293670	    0.000369	   14.453689	    0.000039	  144.536895	    0.000391	   -0.032820	    0.000032	   -0.328200	    0.000316
-5114.331000	    1.900002	  131.887110	    0.000390	  156.962740	    0.000100	   24.719085	    0.000726	  -25.229680	    0.000485	   14.442493	    0.000025	  144.424925	    0.000245	   -0.025530	    0.000061	   -0.255298	    0.000605
-5034.251000	    1.900100	  131.782350	    0.000192	  157.170825	    0.000433	   24.620545	    0.000588	  -25.097620	    0.000537	   14.447659	    0.000031	  144.476587	    0.000312	   -0.023854	    0.000056	   -0.238537	    0.000563
-4954.283000	    1.900114	  131.812570	    0.000195	  157.165510	    0.000506	   24.622475	    0.000365	  -25.281930	    0.000603	   14.448904	    0.000035	  144.489040	    0.000350	   -0.032973	    0.000048	   -0.329727	    0.000484
-4874.093000	    1.900114	  131.945300	    0.000276	  157.160125	    0.000577	   24.800090	    0.000912	  -25.200355	    0.000290	   14.455271	    0.000043	  144.552712	    0.000426	   -0.020013	    0.000060	   -0.200132	    0.000601
-4792.460000	    1.900169	  132.086125	    0.000268	  156.901065	    0.001159	   24.608715	    0.000282	  -24.836935	    0.000426	   14.449360	    0.000071	  144.493595	    0.000713	   -0.011411	    0.000035	   -0.114110	    0.000354
-4711.938000	    1.900252	  131.958015	    0.000460	  156.926300	    0.001208	   24.869805	    0.007070	  -24.921110	    0.000934	   14.444216	    0.000083	  144.442158	    0.000834	   -0.002565	    0.000400	   -0.025652	    0.004002
-4631.303000	    1.900016	  132.075635	    0.000274	  156.923805	    0.000152	   24.616245	    0.003377	  -24.963895	    0.000999	   14.449972	    0.000021	  144.499720	    0.000213	   -0.017383	    0.000219	   -0.173825	    0.002188
-4551.002000	    1.899905	  131.955415	    0.000270	  156.878965	    0.000642	   24.493275	    0.000412	  -25.163275	    0.000589	   14.441719	    0.000046	  144.417190	    0.000456	   -0.033500	    0.000050	   -0.335000	    0.000500
-4470.922000	    1.899933	  131.871435	    0.000425	  156.890445	    0.000868	   24.351100	    0.000279	  -24.937675	    0.000525	   14.438094	    0.000065	  144.380940	    0.000647	   -0.029329	    0.000040	   -0.293287	    0.000402
-4390.622000	    1.899878	  131.853930	    0.000482	  156.813190	    0.000227	   24.554450	    0.000615	  -24.819555	    0.001031	   14.433356	    0.000035	  144.333560	    0.000355	   -0.013255	    0.000082	   -0.132552	    0.000823
-4309.432000	    1.899850	  131.874825	    0.000128	  156.809065	    0.000718	   24.423295	    0.000389	  -24.838010	    0.001455	   14.434195	    0.000042	  144.341945	    0.000423	   -0.020736	    0.000092	   -0.207358	    0.000922
-4229.686000	    1.900016	  131.776755	    0.000512	  156.909075	    0.000566	   24.672330	    0.000216	  -24.793320	    0.001260	   14.434292	    0.000054	  144.342915	    0.000539	   -0.006050	    0.000074	   -0.060495	    0.000738
-4149.828000	    1.899892	  131.889145	    0.000283	  157.093190	    0.000317	   24.284880	    0.001416	  -24.741495	    0.001426	   14.449117	    0.000030	  144.491168	    0.000300	   -0.022831	    0.000142	   -0.228307	    0.001421
-4069.638000	    1.899975	  131.670585	    0.000299	  156.856630	    0.000977	   24.443430	    0.000299	  -24.950025	    0.002399	   14.426361	    0.000064	  144.263607	    0.000638	   -0.025330	    0.000135	   -0.253298	    0.001349
-3989.558000	    1.900016	  131.749415	    0.000645	  156.819130	    0.001314	   24.672075	    0.001869	  -24.757840	    0.005541	   14.428427	    0.000098	  144.284272	    0.000980	   -0.004288	    0.000370	   -0.042883	    0.003705
-3909.257000	    1.899878	  131.754905	    0.000269	  156.821330	    0.001141	   24.689255	    0.000507	  -24.545085	    0.000709	   14.428812	    0.000070	  144.288117	    0.000705	    0.007208	    0.000061	    0.072085	    0.000608
-3827.402000	    1.900002	  131.826910	    0.000361	  156.855745	    0.000507	   24.732730	    0.000936	  -24.812840	    0.000871	   14.434133	    0.000043	  144.341328	    0.000434	   -0.004005	    0.000090	   -0.040055	    0.000903
-3746.990000	    1.899961	  131.705155	    0.000292	  156.831055	    0.000457	   24.843460	    0.000839	  -24.894765	    0.000806	   14.426810	    0.000037	  144.268105	    0.000375	   -0.002565	    0.000082	   -0.025652	    0.000822
-3667.243000	    1.899919	  131.639445	    0.000156	  156.842650	    0.000103	   24.782660	    0.000750	  -24.738535	    0.001315	   14.424105	    0.000013	  144.241047	    0.000130	    0.002206	    0.000103	    0.022062	    0.001033
-3587.275000	    1.900044	  131.665895	    0.000149	  156.826945	    0.000486	   24.242445	    0.000707	  -24.651405	    0.000662	   14.424642	    0.000032	  144.246420	    0.000318	   -0.020448	    0.000068	   -0.204480	    0.000685
-3507.306000	    1.900030	  131.817495	    0.000311	  156.494545	    0.000271	   24.503055	    0.001599	  -25.014910	    0.000875	   14.415602	    0.000029	  144.156020	    0.000291	   -0.025593	    0.000124	   -0.255927	    0.001237
-3427.227000	    1.899975	  131.652245	    0.000448	  156.721725	    0.000233	   24.563455	    0.000270	  -24.801690	    0.000505	   14.418698	    0.000034	  144.186985	    0.000340	   -0.011912	    0.000039	   -0.119117	    0.000387
-3347.147000	    1.899947	  131.675390	    0.000550	  156.609320	    0.000529	   24.264365	    0.000291	  -24.754500	    0.000417	   14.414236	    0.000054	  144.142355	    0.000540	   -0.024507	    0.000035	   -0.245068	    0.000354
-3265.736000	    1.899933	  131.595735	    0.000183	  156.675095	    0.000878	   24.462995	    0.000221	  -24.685355	    0.001089	   14.413541	    0.000053	  144.135415	    0.000530	   -0.011118	    0.000066	   -0.111180	    0.000655
-3185.435000	    1.900016	  131.654190	    0.000732	  156.392045	    0.000335	   24.591730	    0.000841	  -24.522505	    0.000339	   14.402312	    0.000053	  144.023118	    0.000533	    0.003461	    0.000059	    0.034613	    0.000590
-3105.356000	    1.899947	  131.622745	    0.000193	  156.536835	    0.000155	   24.238205	    0.000979	  -24.649480	    0.001148	   14.407979	    0.000017	  144.079790	    0.000174	   -0.020564	    0.000106	   -0.205637	    0.001063
-3025.276000	    1.900072	  131.713525	    0.000386	  156.601210	    0.000107	   24.526110	    0.000347	  -24.809360	    0.000579	   14.415737	    0.000025	  144.157367	    0.000247	   -0.014163	    0.000046	   -0.141625	    0.000463
-2944.974000	    1.899989	  131.455280	    0.000232	  156.755545	    0.000707	   24.491895	    0.000819	  -24.802050	    0.002459	   14.410541	    0.000047	  144.105412	    0.000470	   -0.015508	    0.000164	   -0.155078	    0.001639
-2865.006000	    1.900002	  131.472210	    0.000695	  156.700295	    0.000259	   24.348505	    0.000465	  -24.711730	    0.000797	   14.408625	    0.000048	  144.086253	    0.000477	   -0.018161	    0.000063	   -0.181613	    0.000631
-2784.150000	    1.900127	  131.420610	    0.000298	  156.581630	    0.000589	   24.809195	    0.001263	  -24.738475	    0.000743	   14.400112	    0.000044	  144.001120	    0.000444	    0.003536	    0.000100	    0.035360	    0.001003
-2704.182000	    1.900030	  131.462900	    0.000160	  156.663290	    0.000590	   25.064450	    0.000554	  -24.889075	    0.000450	   14.406309	    0.000038	  144.063095	    0.000375	    0.008769	    0.000050	    0.087687	    0.000502
-2623.436000	    1.899919	  131.597815	    0.000086	  156.689180	    0.000576	   24.612400	    0.000470	  -24.838010	    0.001157	   14.414350	    0.000033	  144.143497	    0.000331	   -0.011281	    0.000081	   -0.112805	    0.000814
-2543.690000	    1.899989	  131.459800	    0.000373	  156.570410	    0.000390	   24.896415	    0.000355	  -25.008415	    0.001069	   14.401510	    0.000038	  144.015105	    0.000381	   -0.005600	    0.000071	   -0.056000	    0.000712
-2463.167000	    1.900016	  131.367075	    0.000261	  156.745800	    0.000436	   24.955595	    0.000853	  -24.271365	    0.000577	   14.405644	    0.000035	  144.056437	    0.000349	    0.034211	    0.000071	    0.342115	    0.000715
-2382.532000	    1.899989	  131.568180	    0.000164	  156.374920	    0.001126	   24.980170	    0.000615	  -24.795810	    0.000929	   14.397155	    0.000064	  143.971550	    0.000645	    0.009218	    0.000077	    0.092180	    0.000772
-2301.344000	    1.899919	  131.405305	    0.002609	  156.506055	    0.002036	   24.715400	    0.002327	  -24.993445	    0.001289	   14.395568	    0.000232	  143.955680	    0.002322	   -0.013902	    0.000181	   -0.139022	    0.001808
-2221.264000	    1.900016	  131.399875	    0.000575	  156.692555	    0.000586	   25.023640	    0.000287	  -25.067410	    0.000663	   14.404622	    0.000058	  144.046215	    0.000581	   -0.002189	    0.000048	   -0.021885	    0.000475
-2141.073000	    1.899919	  131.196375	    0.000180	  156.561560	    0.000481	   24.873925	    0.000347	  -24.451945	    0.002414	   14.387897	    0.000033	  143.878967	    0.000330	    0.021099	    0.000138	    0.210990	    0.001381
-2060.772000	    1.899961	  131.390205	    0.000143	  156.367980	    0.000256	   25.036530	    0.000413	  -24.681935	    0.001102	   14.387909	    0.000020	  143.879092	    0.000200	    0.017730	    0.000076	    0.177297	    0.000758
-1981.026000	    1.900044	  131.307195	    0.000341	  156.459295	    0.000259	   24.922650	    0.000411	  -24.544240	    0.000284	   14.388324	    0.000030	  143.883245	    0.000300	    0.018921	    0.000035	    0.189205	    0.000347
-1901.279000	    1.899919	  131.398950	    0.000311	  156.345265	    0.000687	   24.743520	    0.000347	  -24.608915	    0.001120	   14.387211	    0.000050	  143.872107	    0.000499	    0.006730	    0.000073	    0.067303	    0.000734
-1821.199000	    1.899892	  131.243590	    0.000446	  156.190865	    0.000243	   24.694100	    0.000514	  -24.653375	    0.000695	   14.371723	    0.000034	  143.717227	    0.000345	    0.002036	    0.000060	    0.020362	    0.000605
-1739.456000	    1.899961	  131.299100	    0.000213	  156.314055	    0.000258	   24.182010	    0.000311	  -24.796070	    0.001316	   14.380658	    0.000024	  143.806578	    0.000235	   -0.030703	    0.000081	   -0.307030	    0.000814
